Year,State,HAI,Facility_ID,Facility_Name,County,Facility_Category,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,Notes
2016,California,Clostridium difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,General Acute Care Hospital,Major Teaching,19,26.63,38090,0.71,0.44,1.09,Same,0.97,
2016,California,Clostridium difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,8.61,16178,0.23,0.04,0.77,Better,0.45,
2016,California,Clostridium difficile Infection (CDI),630012364,"Kaiser Foundation Hospital, Vacaville",Solano,General Acute Care Hospital,Major Teaching,11,14.74,23870,0.75,0.39,1.3,Same,1.22,
2016,California,Clostridium difficile Infection (CDI),110000010,Northbay Medical Center,Solano,General Acute Care Hospital,Community (125-250 Beds),40,30.57,32946,1.31,0.95,1.77,Same,1.33,
2016,California,Clostridium difficile Infection (CDI),110000378,Northbay Vacavalley Hospital,Solano,Critical Access Hospital,Critical Access,19,6.47,14258,2.94,1.82,4.5,Worse,3.03,
2016,California,Clostridium difficile Infection (CDI),110000068,Sutter Solano Medical Center,Solano,General Acute Care Hospital,Community (<125 Beds),10,13.56,17970,0.74,0.38,1.32,Same,1.02,
2016,California,Clostridium difficile Infection (CDI),110000009,Healdsburg District Hospital,Sonoma,Critical Access Hospital,Critical Access,4,1.39,3595,2.88,0.91,6.94,Same,0,
2016,California,Clostridium difficile Infection (CDI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,General Acute Care Hospital,Community (125-250 Beds),39,32.21,34656,1.21,0.87,1.64,Same,1.8,
2016,California,Clostridium difficile Infection (CDI),110000040,Petaluma Valley Hospital,Sonoma,General Acute Care Hospital,Community (<125 Beds),8,5.26,11308,1.52,0.71,2.89,Same,2.36,
2016,California,Clostridium difficile Infection (CDI),140001268,Santa Rosa Memorial Hospital,Sonoma,General Acute Care Hospital,Community (>250 Beds),60,37.1,64840,1.62,1.25,2.07,Worse,1.6,
2016,California,Clostridium difficile Infection (CDI),140001268,"Santa Rosa Memorial Hospital, Rehabilitation Unit",Sonoma,Rehabilitation Hospital or Unit,Rehabilitation Unit,7,1.88,3774,3.73,1.63,7.37,Worse,2.31,
2016,California,Clostridium difficile Infection (CDI),150000050,Sonoma Developmental Center,Sonoma,General Acute Care Hospital,Community (<125 Beds),0,0,25, , , ,, ,
2016,California,Clostridium difficile Infection (CDI),110000056,Sonoma Valley Hospital,Sonoma,General Acute Care Hospital,Community (<125 Beds),7,2.85,4759,2.45,1.07,4.85,Worse,1.79,
2016,California,Clostridium difficile Infection (CDI),110000038,Sonoma West Medical Center,Sonoma,General Acute Care Hospital,Community (<125 Beds),0,0.7,3605,0,0,5.29,Same, ,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,General Acute Care Hospital,Community (<125 Beds),9,15.95,20766,0.56,0.28,1.04,Same,1.12,
2016,California,Clostridium difficile Infection (CDI),030000129,Central Valley Specialty Hospital,Stanislaus,Long-term Acute Care Hospital,LTAC,12,21.4,29774,0.56,0.3,0.95,Better,0.81,
2016,California,Clostridium difficile Infection (CDI),030000122,Doctors Medical Center,Stanislaus,General Acute Care Hospital,Community (>250 Beds),61,80.92,120698,0.75,0.58,0.96,Better,0.82,
2016,California,Clostridium difficile Infection (CDI),030000125,Emanuel Medical Center,Stanislaus,General Acute Care Hospital,Community (125-250 Beds),32,26.43,36010,1.21,0.84,1.69,Same,1.6,
2016,California,Clostridium difficile Infection (CDI),030000123,Memorial Medical Center,Stanislaus,General Acute Care Hospital,Community (>250 Beds),85,43.6,77513,1.95,1.57,2.4,Worse,2.01,
2016,California,Clostridium difficile Infection (CDI),030000131,Oak Valley Hospital District,Stanislaus,General Acute Care Hospital,Community (<125 Beds),0,1.28,3313,0,0,2.35,Same,2.23,
2016,California,Clostridium difficile Infection (CDI),030001661,Stanislaus Surgical Hospital,Stanislaus,General Acute Care Hospital,Community (<125 Beds),0,0.17,1020, , , ,,0,
2016,California,Clostridium difficile Infection (CDI),630011844,Sutter Surgical Hospital - North Valley,Sutter,General Acute Care Hospital,Community (<125 Beds),0,0.21,1398,0,0,17.71,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),230000020,St. Elizabeth Community Hospital,Tehama,General Acute Care Hospital,Community (<125 Beds),3,2.85,8818,1.05,0.27,2.87,Same,0.82,
2016,California,Clostridium difficile Infection (CDI),230000022,Trinity Hospital,Trinity,Critical Access Hospital,Critical Access,1,0.59,2690,1.68,0.04,9.38,Same,2.09,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),120001444,Kaweah Delta Medical Center,Tulare,General Acute Care Hospital,Community (>250 Beds),81,49.45,97427,1.64,1.31,2.03,Worse,0.9,
2016,California,Clostridium difficile Infection (CDI),120001444,Kaweah Delta Medical Center Rehabilitation Hospital,Tulare,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,1,0.87,2823,1.14,0.03,6.38,Same, ,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),170001874,Porterville Developmental Center,Tulare,General Acute Care Hospital,Community (<125 Beds),0,0.1,636, , , ,, ,
2016,California,Clostridium difficile Infection (CDI),120001464,Sierra View Medical Center,Tulare,General Acute Care Hospital,Community (125-250 Beds),14,11.96,18335,1.17,0.67,1.92,Same,0.73,
2016,California,Clostridium difficile Infection (CDI),120001467,Tulare Regional Medical Center,Tulare,General Acute Care Hospital,Community (<125 Beds),6,8.02,14721,0.75,0.3,1.56,Same,0.66,
2016,California,Clostridium difficile Infection (CDI),030001799,Sonora Regional Medical Center,Tuolumne,General Acute Care Hospital,Community (<125 Beds),11,8.89,20589,1.24,0.65,2.15,Same,1.47,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Clostridium difficile Infection (CDI),050000014,Community Memorial Hospital - San Buenaventura,Ventura,General Acute Care Hospital,Major Teaching,34,40.94,49486,0.83,0.58,1.15,Same,1.54,
2016,California,Clostridium difficile Infection (CDI),050000020,Los Robles Hospital & Medical Center,Ventura,General Acute Care Hospital,Community (<125 Beds),78,45.67,61602,1.71,1.36,2.12,Worse,1.26,
2016,California,Clostridium difficile Infection (CDI),050000553,Los Robles Hospital & Medical Center - East Campus,Ventura,General Acute Care Hospital,Community (<125 Beds),0,1.53,7058,0,0,1.96,Same,1.65,
2016,California,Clostridium difficile Infection (CDI),050000553,"Los Robles Hospital & Medical Center - East Campus, Rehabilitation Unit",Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.47,6755,0,0,0.86,Better,0.26,
2016,California,Clostridium difficile Infection (CDI),050000023,Ojai Valley Community Hospital,Ventura,Critical Access Hospital,Critical Access,1,0.75,1928,1.33,0.03,7.43,Same,2.04,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),050000455,Simi Valley Hospital & Health Care Services,Ventura,General Acute Care Hospital,Community (125-250 Beds),17,23.28,28707,0.73,0.44,1.15,Same,1.78,
2016,California,Clostridium difficile Infection (CDI),050000026,St Johns Pleasant Valley Hospital,Ventura,General Acute Care Hospital,Community (<125 Beds),14,9.2,13491,1.52,0.87,2.49,Same,2.38,
2016,California,Clostridium difficile Infection (CDI),050000035,St Johns Regional Medical Center,Ventura,General Acute Care Hospital,Community (125-250 Beds),42,39.11,43670,1.07,0.78,1.44,Same,1.11,
2016,California,Clostridium difficile Infection (CDI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,6,3.54,6655,1.69,0.69,3.52,Same,0.94,
2016,California,Clostridium difficile Infection (CDI),050001468,Thousand Oaks Surgical Hospital,Ventura,General Acute Care Hospital,Community (<125 Beds),0,0.34,2307,0,0,10.71,Same,0,¥ See Data Dictionary
2016,California,Clostridium difficile Infection (CDI),050000039,Ventura County Medical Center,Ventura,General Acute Care Hospital,Community (125-250 Beds),14,26.63,28029,0.53,0.3,0.86,Better,0.5,
2016,California,Clostridium difficile Infection (CDI),630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,General Acute Care Hospital,Community (<125 Beds),8,4.37,5309,1.83,0.85,3.48,Same,0.98,
2016,California,Clostridium difficile Infection (CDI),030000149,Sutter Davis Hospital,Yolo,General Acute Care Hospital,Community (<125 Beds),6,4.4,9888,1.36,0.55,2.83,Same,1.25,
2016,California,Clostridium difficile Infection (CDI),030000146,Woodland Memorial Hospital,Yolo,General Acute Care Hospital,Community (<125 Beds),7,4.95,11101,1.42,0.62,2.8,Same,1.36,
2016,California,Clostridium difficile Infection (CDI),230000261,Rideout Memorial Hospital,Yuba,General Acute Care Hospital,Community (125-250 Beds),53,47.68,52487,1.11,0.84,1.44,Same,0.86,"* Hospitals reported combined data, see Data Dictionary"
