Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,27.25,48509,0.15,0.05,0.35,Better,Yes,12,0.51,
2019,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000280,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,36,42.6,78934,0.85,0.6,1.16,Same,No,12,0.62,
2019,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,3,2.89,9166,1.04,0.26,2.83,Same,No,,0.43,
2019,California,Santa Barbara,Clostridioides difficile Infection (CDI),050000030,Santa Ynez Valley Cottage Hospital,Critical Access Hospital,Critical Access,0,0.17,523,,,,,,12,0,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",12,33.26,76343,0.36,0.2,0.61,Better,Yes,12,1.08,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000136,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",4,3.93,12686,1.02,0.32,2.46,Same,No,12,1.14,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000136,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.23,7092,0.9,0.15,2.96,Same,No,,0,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",34,44.28,71785,0.77,0.54,1.06,Same,No,12,1.11,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",22,30.93,46023,0.71,0.46,1.06,Same,Yes,12,1.09,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,26,52.95,80336,0.49,0.33,0.71,Better,Yes,12,1.24,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,27,34.7,81970,0.78,0.52,1.12,Same,No,12,0.64,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000154,Mission Oaks Hospital,Acute Care Hospital,"Community, <125 Beds",0,0,0,,,,,,12,,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.69,3567,0,0,1.77,Same,Yes,,,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,15,20.53,36882,0.73,0.42,1.18,Same,Yes,12,1.08,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",11,41.84,57031,0.26,0.14,0.46,Better,Yes,9,0.42,¶ See Data Dictionary
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,71,85.34,103988,0.83,0.66,1.04,Same,No,12,0.96,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,6,8.48,16436,0.71,0.29,1.47,Same,Yes,,1.55,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",2,4.67,11410,0.43,0.07,1.42,Same,Yes,12,1.28,
2019,California,Santa Clara,Clostridioides difficile Infection (CDI),070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,69,87.07,152682,0.79,0.62,1,Same,No,12,1.3,
2019,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,19.48,43872,0.36,0.16,0.71,Better,Yes,12,0.95,
2019,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000139,"Dominican Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.18,5660,0.46,0.02,2.26,Same,Yes,,0,
2019,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0,0.79,3863,0,0,4.689,Same,Yes,12,0,¥ See Data Dictionary
2019,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",5,4.31,12637,1.16,0.43,2.57,Same,No,12,0.97,
2019,California,Shasta,Clostridioides difficile Infection (CDI),230000009,Mayers Memorial Hospital,Critical Access Hospital,Critical Access,1,0.38,1706,2.654,0.067,14.788,Same,No,12,1.95,¥ See Data Dictionary
2019,California,Shasta,Clostridioides difficile Infection (CDI),230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",30,34.79,59907,0.86,0.59,1.22,Same,No,12,0.74,
2019,California,Shasta,Clostridioides difficile Infection (CDI),230000444,Patients' Hospital of Redding,Acute Care Hospital,"Community, <125 Beds",0,0.1,463,,,,,,12,,
2019,California,Shasta,Clostridioides difficile Infection (CDI),230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,15.88,28718,0.13,0.02,0.42,Better,Yes,12,1.66,
2019,California,Shasta,Clostridioides difficile Infection (CDI),230000422,Vibra Hospital of Northern California,Long-Term Acute Care Hospital,Long-Term Acute Care,15,19.01,16499,0.79,0.46,1.27,Same,No,12,1.37,
2019,California,Siskiyou,Clostridioides difficile Infection (CDI),230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,5,1.76,3878,2.84,1.04,6.29,Worse,No,12,1.04,
2019,California,Siskiyou,Clostridioides difficile Infection (CDI),230000012,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,2,0.67,3042,2.977,0.361,10.754,Same,No,12,0,¥ See Data Dictionary
2019,California,Solano,Clostridioides difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,9,24.23,38389,0.37,0.18,0.68,Better,Yes,12,0.97,
2019,California,Solano,Clostridioides difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,8.26,16000,0,0,0.36,Better,Yes,,0.45,
2019,California,Solano,Clostridioides difficile Infection (CDI),630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,12,20.42,31852,0.59,0.32,1,Same,Yes,12,1.22,
2019,California,Solano,Clostridioides difficile Infection (CDI),110000010,Northbay Medical Center,Acute Care Hospital,"Community, 125-250 Beds",24,24.01,36373,1,0.66,1.46,Same,No,12,1.33,
2019,California,Solano,Clostridioides difficile Infection (CDI),110000378,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",14,10.78,15346,1.3,0.74,2.13,Same,No,12,,
2019,California,Solano,Clostridioides difficile Infection (CDI),110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",2,7.87,19970,0.25,0.04,0.84,Better,Yes,12,1.02,
2019,California,Sonoma,Clostridioides difficile Infection (CDI),110000009,Healdsburg District Hospital,Critical Access Hospital,Critical Access,1,0.81,2309,1.239,0.031,6.906,Same,No,12,0,¥ See Data Dictionary
2019,California,Sonoma,Clostridioides difficile Infection (CDI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,13,24.94,37660,0.52,0.29,0.87,Better,Yes,12,1.8,
2019,California,Sonoma,Clostridioides difficile Infection (CDI),110000040,Petaluma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,5.56,12460,0.18,0.01,0.89,Better,Yes,12,2.36,
2019,California,Sonoma,Clostridioides difficile Infection (CDI),140001268,Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",7,39.13,65060,0.18,0.08,0.35,Better,Yes,12,1.6,
2019,California,Sonoma,Clostridioides difficile Infection (CDI),140001268,"Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.15,4036,0.47,0.02,2.3,Same,Yes,,2.31,
2019,California,Sonoma,Clostridioides difficile Infection (CDI),110000038,Sonoma Specialty Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.33,1053,0,0,11.329,Same,Yes,9,,¥ See Data Dictionary; ¶ See Data Dictionary
2019,California,Sonoma,Clostridioides difficile Infection (CDI),110000056,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,1.28,2594,0,0,2.34,Same,Yes,9,1.79,"Incomplete Reporter, interpret with caution"
2019,California,Sonoma,Clostridioides difficile Infection (CDI),110000007,Sutter Santa Rosa Regional Hospital,Acute Care Hospital,"Community, <125 Beds",11,18.28,24970,0.6,0.32,1.05,Same,Yes,12,1.12,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),030000129,Central Valley Specialty Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,18,25.55,25153,0.71,0.43,1.09,Same,Yes,12,0.81,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),030000122,Doctors Medical Center,Acute Care Hospital,"Community, >250 Beds",35,73.02,105035,0.48,0.34,0.66,Better,Yes,12,0.82,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),030000125,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,23.24,36623,0.3,0.13,0.6,Better,Yes,12,1.6,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),630016419,Encompass Health Rehabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,4,4.8,11589,0.83,0.27,2.01,Same,No,12,,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",5,22.64,37603,0.22,0.08,0.49,Better,Yes,12,1.09,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),030000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",15,61.37,89269,0.24,0.14,0.39,Better,Yes,12,2.01,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),030000131,Oak Valley Hospital District,Acute Care Hospital,"Community, <125 Beds",0,1.59,2711,0,0,1.88,Same,Yes,12,2.23,
2019,California,Stanislaus,Clostridioides difficile Infection (CDI),030001661,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.11,658,,,,,,12,0,
2019,California,Sutter,Clostridioides difficile Infection (CDI),630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",0,0.2,1421,,,,,,12,0,
2019,California,Tehama,Clostridioides difficile Infection (CDI),230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,2,2.34,10160,0.86,0.14,2.83,Same,No,12,0.82,
2019,California,Trinity,Clostridioides difficile Infection (CDI),230000022,Trinity Hospital,Critical Access Hospital,Critical Access,0,0.47,2130,0,0,7.842,Same,Yes,10,2.09,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2019,California,Tulare,Clostridioides difficile Infection (CDI),120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",1,0.97,3395,1.027,0.026,5.724,Same,No,12,,¥ See Data Dictionary
2019,California,Tulare,Clostridioides difficile Infection (CDI),120001444,Kaweah Delta Medical Center,Acute Care Hospital,Major Teaching,18,63.07,98140,0.29,0.17,0.44,Better,Yes,12,0.9,
2019,California,Tulare,Clostridioides difficile Infection (CDI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,3.12,6582,0.32,0.02,1.58,Same,Yes,12,,
2019,California,Tulare,Clostridioides difficile Infection (CDI),170001874,Porterville Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0.12,763,,,,,,12,,
2019,California,Tulare,Clostridioides difficile Infection (CDI),120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,11.73,21662,0.68,0.32,1.3,Same,Yes,12,0.73,
2019,California,Tuolumne,Clostridioides difficile Infection (CDI),030001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",2,4.91,16070,0.41,0.07,1.35,Same,Yes,12,1.47,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",2,11.83,30060,0.17,0.03,0.56,Better,Yes,12,1.78,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,46,69.75,51901,0.66,0.49,0.87,Better,Yes,12,1.54,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",15,33.04,69674,0.45,0.26,0.73,Better,Yes,12,1.26,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000553,"Los Robles Hospital & Medical Center, East Campus",Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,2,3.06,11732,0.65,0.11,2.16,Same,Yes,12,,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000023,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.33,998,0,0,11.092,Same,Yes,12,2.04,¥ See Data Dictionary
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",5,8.13,16091,0.62,0.23,1.36,Same,Yes,12,2.38,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",20,26.21,45860,0.76,0.48,1.16,Same,Yes,12,1.11,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.97,6160,0.34,0.02,1.66,Same,Yes,,0.94,
2019,California,Ventura,Clostridioides difficile Infection (CDI),050001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.23,1953,0,0,16.335,Same,Yes,12,0,¥ See Data Dictionary
2019,California,Ventura,Clostridioides difficile Infection (CDI),050000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,12,20.82,35594,0.58,0.31,0.98,Better,Yes,12,0.5,
2019,California,Ventura,Clostridioides difficile Infection (CDI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,0,2.07,4499,0,0,1.44,Same,Yes,12,0.98,
2019,California,Yolo,Clostridioides difficile Infection (CDI),030000149,Sutter Davis Hospital,Acute Care Hospital,"Community, <125 Beds",5,5.69,13011,0.88,0.32,1.95,Same,No,12,1.25,
2019,California,Yolo,Clostridioides difficile Infection (CDI),030000146,Woodland Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",5,5.67,11714,0.88,0.32,1.96,Same,No,12,1.36,
2019,California,Yuba,Clostridioides difficile Infection (CDI),230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",7,24.19,58395,0.29,0.13,0.57,Better,Yes,12,0.86,
