Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.82, 2018)",Months,SIR_2015,Notes
2018,California,Clostridioides difficile Infection (CDI),050000017,Goleta Valley Cottage Hospital,Santa Barbara,Acute Care Hospital,Community (<125 Beds),2,2.53,3700,0.79,0.13,2.61,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),050000018,Lompoc Valley Medical Center,Santa Barbara,Acute Care Hospital,Community (<125 Beds),3,2.05,6663,1.47,0.37,3.99,Same,No,12,1.14,
2018,California,Clostridioides difficile Infection (CDI),050000021,Marian Regional Medical Center,Santa Barbara,Acute Care Hospital,Community (125-250 Beds),7,25.47,44997,0.28,0.12,0.54,Better,Yes,12,0.51,
2018,California,Clostridioides difficile Infection (CDI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,Acute Care Hospital,Major Teaching,75,81.29,77869,0.92,0.73,1.15,Same,No,12,0.62,"* Hospitals reported combined data, see Data Dictionary"
2018,California,Clostridioides difficile Infection (CDI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Santa Barbara,Rehabilitation Hospital or Unit,Rehabilitation Unit,5,4.01,9513,1.25,0.46,2.76,Same,No,12,0.43,"* Hospitals reported combined data, see Data Dictionary"
2018,California,Clostridioides difficile Infection (CDI),050000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,Critical Access Hospital,Critical Access,0,0.25,615,0.00,0.00,14.47,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),070001351,El Camino Hospital,Santa Clara,Acute Care Hospital,Community (>250 Beds),16,32.27,70644,0.50,0.29,0.79,Better,Yes,12,1.08,
2018,California,Clostridioides difficile Infection (CDI),070000136,El Camino Hospital Los Gatos,Santa Clara,Acute Care Hospital,Community (125-250 Beds),1,3.81,11188,0.26,0.01,1.29,Same,Yes,12,1.14,
2018,California,Clostridioides difficile Infection (CDI),070000136,"El Camino Hospital Los Gatos, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.79,5689,0.00,0.00,1.67,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),070000153,"Good Samaritan Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (>250 Beds),35,49.30,65743,0.71,0.50,0.98,Better,Yes,12,1.11,
2018,California,Clostridioides difficile Infection (CDI),070000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,Acute Care Hospital,Community (125-250 Beds),34,34.34,44287,0.99,0.70,1.37,Same,No,12,1.09,
2018,California,Clostridioides difficile Infection (CDI),070001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,Acute Care Hospital,Major Teaching,46,57.63,84440,0.80,0.59,1.06,Same,Yes,12,1.24,
2018,California,Clostridioides difficile Infection (CDI),070001349,Lucile Packard Children's Hospital Stanford,Santa Clara,Acute Care Hospital,Pediatric,29,34.22,76770,0.85,0.58,1.20,Same,No,12,0.64,
2018,California,Clostridioides difficile Infection (CDI),070000154,Mission Oaks Hospital,Santa Clara,Acute Care Hospital,Community (<125 Beds),0,1.59,7308,0.00,0.00,1.88,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,2.44,4724,0.82,0.14,2.71,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),070000146,O'Connor Hospital,Santa Clara,Acute Care Hospital,Major Teaching,31,26.62,36440,1.17,0.81,1.63,Same,No,12,1.08,
2018,California,Clostridioides difficile Infection (CDI),070000133,Regional Medical Center of San Jose,Santa Clara,Acute Care Hospital,Community (>250 Beds),12,54.04,37392,0.22,0.12,0.38,Better,Yes,6,0.42,¶ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),070000149,Santa Clara Valley Medical Center,Santa Clara,Acute Care Hospital,Major Teaching,88,83.54,99040,1.05,0.85,1.29,Same,No,12,0.96,
2018,California,Clostridioides difficile Infection (CDI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,14,8.08,15662,1.73,0.99,2.84,Same,No,12,1.55,
2018,California,Clostridioides difficile Infection (CDI),070000635,St. Louise Regional Hospital,Santa Clara,Acute Care Hospital,Community (<125 Beds),7,15.83,21110,0.44,0.19,0.88,Better,Yes,12,1.28,
2018,California,Clostridioides difficile Infection (CDI),070001357,Stanford Health Care,Santa Clara,Acute Care Hospital,Major Teaching,72,88.80,147017,0.81,0.64,1.02,Same,Yes,12,1.3,
2018,California,Clostridioides difficile Infection (CDI),070000139,Dominican Hospital,Santa Cruz,Acute Care Hospital,Community (125-250 Beds),19,29.74,43407,0.64,0.40,0.98,Better,Yes,12,0.95,
2018,California,Clostridioides difficile Infection (CDI),070000139,"Dominican Hospital, Rehabilitation Unit",Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.76,5716,0.36,0.02,1.79,Same,Yes,12,0,
2018,California,Clostridioides difficile Infection (CDI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,Acute Care Hospital,Community (<125 Beds),0,0.68,4201,0.00,0.00,5.39,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),070000155,Watsonville Community Hospital,Santa Cruz,Acute Care Hospital,Community (<125 Beds),4,4.38,12938,0.91,0.29,2.20,Same,No,12,0.97,
2018,California,Clostridioides difficile Infection (CDI),230000009,Mayers Memorial Hospital,Shasta,Critical Access Hospital,Critical Access,0,0.44,2003,0.00,0.00,8.34,Same,Yes,12,1.95,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),230000010,Mercy Medical Center Redding,Shasta,Acute Care Hospital,Community (>250 Beds),27,39.24,57339,0.69,0.46,0.99,Better,Yes,12,0.74,
2018,California,Clostridioides difficile Infection (CDI),230000444,Patients' Hospital of Redding,Shasta,Acute Care Hospital,Community (<125 Beds),0,0.09,414,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),230000016,Shasta Regional Medical Center,Shasta,Acute Care Hospital,Community (125-250 Beds),9,19.87,30671,0.45,0.22,0.83,Better,Yes,12,1.66,
2018,California,Clostridioides difficile Infection (CDI),230000422,Vibra Hospital of Northern California,Shasta,Long-term Acute Care Hospital,LTAC,12,16.68,14472,0.72,0.39,1.22,Same,Yes,12,1.37,
2018,California,Clostridioides difficile Infection (CDI),230000019,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,6,1.83,4024,3.28,1.33,6.83,Worse,No,12,1.04,
2018,California,Clostridioides difficile Infection (CDI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,Critical Access Hospital,Critical Access,0,0.62,2828,0.00,0.00,5.91,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,Acute Care Hospital,Major Teaching,10,23.15,36260,0.43,0.22,0.77,Better,Yes,12,0.97,
2018,California,Clostridioides difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo, Rehabilitation Unit",Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,8.36,16197,0.00,0.00,0.36,Better,Yes,12,0.45,
2018,California,Clostridioides difficile Infection (CDI),630012364,"Kaiser Foundation Hospital, Vacaville",Solano,Acute Care Hospital,Major Teaching,11,16.01,29097,0.69,0.36,1.19,Same,Yes,12,1.22,
2018,California,Clostridioides difficile Infection (CDI),110000010,Northbay Medical Center,Solano,Acute Care Hospital,Community (125-250 Beds),17,30.56,35767,0.56,0.34,0.87,Better,Yes,12,1.33,
2018,California,Clostridioides difficile Infection (CDI),110000378,Northbay Vacavalley Hospital,Solano,Acute Care Hospital,Community (<125 Beds),10,20.32,14689,0.49,0.25,0.88,Better,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),110000068,Sutter Solano Medical Center,Solano,Acute Care Hospital,Community (<125 Beds),6,11.14,21547,0.54,0.22,1.12,Same,Yes,12,1.02,
2018,California,Clostridioides difficile Infection (CDI),110000009,Healdsburg District Hospital,Sonoma,Critical Access Hospital,Critical Access,2,0.65,2197,3.08,0.37,11.14,Same,No,9,0,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2018,California,Clostridioides difficile Infection (CDI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,Acute Care Hospital,Community (125-250 Beds),7,23.02,37334,0.30,0.13,0.60,Better,Yes,12,1.8,
2018,California,Clostridioides difficile Infection (CDI),110000040,Petaluma Valley Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,4.93,10796,0.00,0.00,0.61,Better,Yes,12,2.36,
2018,California,Clostridioides difficile Infection (CDI),140001268,Santa Rosa Memorial Hospital,Sonoma,Acute Care Hospital,Community (>250 Beds),34,39.61,66562,0.86,0.60,1.19,Same,No,12,1.6,
2018,California,Clostridioides difficile Infection (CDI),140001268,"Santa Rosa Memorial Hospital, Rehabilitation Unit",Sonoma,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.28,4281,0.00,0.00,1.32,Same,Yes,12,2.31,
2018,California,Clostridioides difficile Infection (CDI),150000050,Sonoma Developmental Center,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.06,341,,,,,,6,,
2018,California,Clostridioides difficile Infection (CDI),110000038,Sonoma Specialty Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.93,2608,0.00,0.00,3.98,Same,Yes,12,,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),110000056,Sonoma Valley Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),3,3.12,4052,0.96,0.25,2.62,Same,No,12,1.79,
2018,California,Clostridioides difficile Infection (CDI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,Acute Care Hospital,Community (<125 Beds),13,19.36,25048,0.67,0.37,1.12,Same,Yes,12,1.12,
2018,California,Clostridioides difficile Infection (CDI),030000129,Central Valley Specialty Hospital,Stanislaus,Long-term Acute Care Hospital,LTAC,47,28.29,27888,1.66,1.24,2.19,Worse,No,12,0.81,
2018,California,Clostridioides difficile Infection (CDI),030000122,Doctors Medical Center,Stanislaus,Acute Care Hospital,Community (>250 Beds),37,66.14,96868,0.56,0.40,0.76,Better,Yes,12,0.82,
2018,California,Clostridioides difficile Infection (CDI),030000125,Emanuel Medical Center,Stanislaus,Acute Care Hospital,Community (125-250 Beds),11,21.97,34746,0.50,0.26,0.87,Better,Yes,12,1.6,
2018,California,Clostridioides difficile Infection (CDI),630016419,HealthSouth Rehabilitation Hospital of Modesto,Stanislaus,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,3,4.90,11825,0.61,0.16,1.67,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),630011683,"Kaiser Foundation Hospital, Modesto",Stanislaus,Acute Care Hospital,Community (125-250 Beds),10,18.66,31260,0.54,0.27,0.96,Better,Yes,12,1.09,
2018,California,Clostridioides difficile Infection (CDI),030000123,Memorial Medical Center,Stanislaus,Acute Care Hospital,Community (>250 Beds),20,53.95,86213,0.37,0.23,0.56,Better,Yes,12,2.01,
2018,California,Clostridioides difficile Infection (CDI),030000131,Oak Valley Hospital District,Stanislaus,Acute Care Hospital,Community (<125 Beds),3,1.38,2867,2.18,0.55,5.92,Same,No,12,2.23,
2018,California,Clostridioides difficile Infection (CDI),030001661,Stanislaus Surgical Hospital,Stanislaus,Acute Care Hospital,Community (<125 Beds),0,0.18,1088,,,,,,12,0,
2018,California,Clostridioides difficile Infection (CDI),630011844,"Sutter Surgical Hospital, North Valley",Sutter,Acute Care Hospital,Community (<125 Beds),0,0.23,1601,0.00,0.00,16.17,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),230000020,St. Elizabeth Community Hospital,Tehama,Acute Care Hospital,Major Teaching,3,3.39,8860,0.88,0.23,2.41,Same,No,12,0.82,
2018,California,Clostridioides difficile Infection (CDI),230000022,Trinity Hospital,Trinity,Critical Access Hospital,Critical Access,0,0.48,2163,0.00,0.00,7.72,Same,Yes,12,2.09,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),120001444,Kaweah Delta Medical Center,Tulare,Acute Care Hospital,Community (>250 Beds),28,59.81,107036,0.47,0.32,0.67,Better,Yes,12,0.9,
2018,California,Clostridioides difficile Infection (CDI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Tulare,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.60,6716,0.38,0.02,1.90,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),170001874,Porterville Developmental Center,Tulare,Acute Care Hospital,Community (<125 Beds),0,0.14,879,,,,,,12,,
2018,California,Clostridioides difficile Infection (CDI),120001464,Sierra View Medical Center,Tulare,Acute Care Hospital,Community (125-250 Beds),2,11.35,18291,0.18,0.03,0.58,Better,Yes,12,0.73,
2018,California,Clostridioides difficile Infection (CDI),030001799,Adventist Health Sonora,Tuolumne,Acute Care Hospital,Community (<125 Beds),3,6.91,15257,0.43,0.11,1.18,Same,Yes,12,1.47,
2018,California,Clostridioides difficile Infection (CDI),050000455,Adventist Health Simi Valley,Ventura,Acute Care Hospital,Community (125-250 Beds),4,13.23,27467,0.30,0.10,0.73,Better,Yes,12,1.78,
2018,California,Clostridioides difficile Infection (CDI),050000014,"Community Memorial Hospital, San Buenaventura",Ventura,Acute Care Hospital,Major Teaching,10,37.87,21659,0.26,0.13,0.47,Better,Yes,6,1.54,¶ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),050000020,Los Robles Hospital & Medical Center,Ventura,Acute Care Hospital,Community (>250 Beds),10,31.08,67590,0.32,0.16,0.57,Better,Yes,12,1.26,
2018,California,Clostridioides difficile Infection (CDI),050000553,"Los Robles Hospital & Medical Center, East Campus",Ventura,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,1,2.67,8678,0.37,0.02,1.85,Same,Yes,12,,
2018,California,Clostridioides difficile Infection (CDI),050000023,Ojai Valley Community Hospital,Ventura,Critical Access Hospital,Critical Access,0,0.36,1146,0.00,0.00,10.34,Same,Yes,12,2.04,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),050000026,St Johns Pleasant Valley Hospital,Ventura,Acute Care Hospital,Community (<125 Beds),5,6.67,13852,0.75,0.28,1.66,Same,Yes,12,2.38,
2018,California,Clostridioides difficile Infection (CDI),050000035,St Johns Regional Medical Center,Ventura,Acute Care Hospital,Community (125-250 Beds),21,29.32,45557,0.72,0.46,1.08,Same,Yes,12,1.11,
2018,California,Clostridioides difficile Infection (CDI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,3.40,6598,0.00,0.00,0.88,Better,Yes,12,0.94,
2018,California,Clostridioides difficile Infection (CDI),050001468,Thousand Oaks Surgical Hospital,Ventura,Acute Care Hospital,Community (<125 Beds),0,0.21,1775,0.00,0.00,17.97,Same,Yes,12,0,¥ See Data Dictionary
2018,California,Clostridioides difficile Infection (CDI),050000039,Ventura County Medical Center,Ventura,Acute Care Hospital,Community (125-250 Beds),16,23.17,33276,0.69,0.41,1.10,Same,Yes,12,0.5,
2018,California,Clostridioides difficile Infection (CDI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Ventura,Acute Care Hospital,Community (<125 Beds),4,2.45,5224,1.63,0.52,3.94,Same,No,12,0.98,
2018,California,Clostridioides difficile Infection (CDI),030000149,Sutter Davis Hospital,Yolo,Acute Care Hospital,Community (<125 Beds),2,5.89,13027,0.34,0.06,1.12,Same,Yes,12,1.25,
2018,California,Clostridioides difficile Infection (CDI),030000146,Woodland Memorial Hospital,Yolo,Acute Care Hospital,Community (<125 Beds),2,4.84,11048,0.41,0.07,1.37,Same,Yes,12,1.36,
2018,California,Clostridioides difficile Infection (CDI),230000261,Adventist Health and Rideout,Yuba,Acute Care Hospital,Community (125-250 Beds),38,36.22,53365,1.05,0.75,1.43,Same,No,12,0.86,
