Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Months,Notes
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,54,65.84,101539,0.82,0.62,1.06,Same,No,0.96,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000149,Santa Clara Valley Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,4,8.19,15872,0.49,0.16,1.18,Same,Yes,1.55,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",8,7.5,14401,1.07,0.5,2.03,Same,No,1.28,12,
2021,California,Santa Clara,Clostridioides difficile Infection (CDI),070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,94,102.62,193693,0.92,0.74,1.12,Same,No,1.3,12,
2021,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,18.36,42101,0.27,0.1,0.6,Better,Yes,0.95,12,
2021,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000139,Dominican Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.41,6255,0.42,0.02,2.05,Same,Yes,0,12,
2021,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0,0.72,3555,0,0,5.097,Same,Yes,0,12,¥ See Data Dictionary
2021,California,Santa Cruz,Clostridioides difficile Infection (CDI),070000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",7,6.27,13905,1.12,0.49,2.21,Same,No,0.97,12,
2021,California,Shasta,Clostridioides difficile Infection (CDI),230000009,Mayers Memorial Hospital,Critical Access Hospital,Critical Access,0,0.48,2196,0,0,7.606,Same,Yes,1.95,12,¥ See Data Dictionary
2021,California,Shasta,Clostridioides difficile Infection (CDI),230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",15,28.25,62155,0.53,0.31,0.86,Better,Yes,0.74,12,
2021,California,Shasta,Clostridioides difficile Infection (CDI),230000444,Patients' Hospital of Redding,Acute Care Hospital,"Community, <125 Beds",0,0.08,355,,,,,,,12,
2021,California,Shasta,Clostridioides difficile Infection (CDI),230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,13.02,27762,0.46,0.19,0.96,Better,Yes,1.66,12,
2021,California,Shasta,Clostridioides difficile Infection (CDI),230000422,Vibra Hospital of Northern California,Long-Term Acute Care Hospital,Long-Term Acute Care,1,13.82,12432,0.07,0,0.36,Better,Yes,1.37,12,
2021,California,Siskiyou,Clostridioides difficile Infection (CDI),230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,4,2.07,4556,1.93,0.61,4.66,Same,No,1.04,12,
2021,California,Siskiyou,Clostridioides difficile Infection (CDI),230000012,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,0,0.66,2994,0,0,5.579,Same,Yes,0,12,¥ See Data Dictionary
2021,California,Solano,Clostridioides difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,10,24.19,39400,0.41,0.21,0.74,Better,Yes,0.97,12,
2021,California,Solano,Clostridioides difficile Infection (CDI),110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,7.46,14460,0.13,0.01,0.66,Better,Yes,0.45,12,
2021,California,Solano,Clostridioides difficile Infection (CDI),630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,13,21.13,35284,0.62,0.34,1.03,Same,Yes,1.22,12,
2021,California,Solano,Clostridioides difficile Infection (CDI),110000010,Northbay Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,23.48,40386,0.47,0.25,0.81,Better,Yes,1.33,12,
2021,California,Solano,Clostridioides difficile Infection (CDI),110000378,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",3,5.81,12899,0.52,0.13,1.41,Same,Yes,,12,
2021,California,Solano,Clostridioides difficile Infection (CDI),110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",3,8.74,20042,0.34,0.09,0.93,Better,Yes,1.02,12,
2021,California,Sonoma,Clostridioides difficile Infection (CDI),110000009,Healdsburg Hospital,Critical Access Hospital,Critical Access,0,0.56,2518,0,0,6.633,Same,Yes,0,12,¥ See Data Dictionary
2021,California,Sonoma,Clostridioides difficile Infection (CDI),110000508,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,8,23.79,42251,0.34,0.16,0.64,Better,Yes,1.8,12,
2021,California,Sonoma,Clostridioides difficile Infection (CDI),110000040,Petaluma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,3,9791,0.33,0.02,1.65,Same,Yes,2.36,12,
2021,California,Sonoma,Clostridioides difficile Infection (CDI),140001268,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",7,29.33,69561,0.24,0.1,0.47,Better,Yes,1.6,12,
2021,California,Sonoma,Clostridioides difficile Infection (CDI),140001268,Providence Santa Rosa Memorial Hospital,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,1.26,3261,0,0,2.38,Same,Yes,2.31,12,
2021,California,Sonoma,Clostridioides difficile Infection (CDI),110000038,Sonoma Specialty Hospital,Acute Care Hospital,"Community, <125 Beds",11,3.6,10326,3.06,1.61,5.31,Worse,No,,12,
2021,California,Sonoma,Clostridioides difficile Infection (CDI),110000056,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",2,1.11,2407,1.8,0.3,5.94,Same,No,1.79,9,¶ See Data Dictionary
2021,California,Sonoma,Clostridioides difficile Infection (CDI),110000007,Sutter Santa Rosa Regional Hospital,Acute Care Hospital,"Community, <125 Beds",17,22.76,26771,0.75,0.45,1.17,Same,No,1.12,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),030000129,Central Valley Specialty Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,22,28.32,26193,0.78,0.5,1.16,Same,No,0.81,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,21,72.51,105560,0.29,0.18,0.44,Better,Yes,0.82,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),030000125,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,21.33,37862,0.33,0.14,0.65,Better,Yes,1.6,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),630016419,Encompass Health Rehabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,5,5.23,12611,0.96,0.35,2.12,Same,No,,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",8,24.13,41728,0.33,0.15,0.63,Better,Yes,1.09,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),030000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",22,73.93,101450,0.3,0.19,0.44,Better,Yes,2.01,12,
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),030000131,Oak Valley Hospital District,Acute Care Hospital,"Community, <125 Beds",0,0.91,2787,0,0,4.033,Same,Yes,2.23,12,¥ See Data Dictionary
2021,California,Stanislaus,Clostridioides difficile Infection (CDI),030001661,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.08,504,,,,,,0,12,
2021,California,Sutter,Clostridioides difficile Infection (CDI),630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",0,0.14,1153,,,,,,0,12,
2021,California,Tehama,Clostridioides difficile Infection (CDI),230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,2.75,12650,0.36,0.02,1.79,Same,Yes,0.82,12,
2021,California,Trinity,Clostridioides difficile Infection (CDI),230000022,Trinity Hospital,Critical Access Hospital,Critical Access,1,0.62,2796,1.619,0.041,9.023,Same,No,2.09,12,¥ See Data Dictionary
2021,California,Tulare,Clostridioides difficile Infection (CDI),120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",0,2.22,7535,0,0,1.35,Same,Yes,,12,
2021,California,Tulare,Clostridioides difficile Infection (CDI),120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,37,74.36,112903,0.5,0.36,0.68,Better,Yes,0.9,12,
2021,California,Tulare,Clostridioides difficile Infection (CDI),120001444,"Kaweah Health Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,2.15,6329,0,0,1.4,Same,Yes,,12,
2021,California,Tulare,Clostridioides difficile Infection (CDI),170001874,Porterville Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0,5,,,,,,,12,
2021,California,Tulare,Clostridioides difficile Infection (CDI),120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,11.95,21660,0.75,0.37,1.38,Same,No,0.73,12,
2021,California,Tuolumne,Clostridioides difficile Infection (CDI),030001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",0,5.15,15964,0,0,0.58,Better,Yes,1.47,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",3,18.1,36765,0.17,0.04,0.45,Better,Yes,1.78,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,52,65.08,46508,0.8,0.6,1.04,Same,No,1.54,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",24,33.81,68267,0.71,0.47,1.04,Same,No,1.26,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000553,"Los Robles Hospital & Medical Center, East Campus",Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,3.41,12032,0,0,0.88,Better,Yes,,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000023,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,2,0.14,507,,,,,,2.04,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",5,5.52,15663,0.91,0.33,2.01,Same,No,2.38,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",7,18.97,44430,0.37,0.16,0.73,Better,Yes,1.11,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000035,St Johns Regional Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,2.54,6598,0.39,0.02,1.94,Same,Yes,0.94,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.15,1177,,,,,,0,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),050000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,11,9.97,16173,1.1,0.58,1.92,Same,No,0.5,12,
2021,California,Ventura,Clostridioides difficile Infection (CDI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,2,2.61,4620,0.77,0.13,2.53,Same,No,0.98,12,
2021,California,Yolo,Clostridioides difficile Infection (CDI),030000149,Sutter Davis Hospital,Acute Care Hospital,"Community, <125 Beds",1,4.73,12717,0.21,0.01,1.04,Same,Yes,1.25,12,
2021,California,Yolo,Clostridioides difficile Infection (CDI),030000146,Woodland Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",5,8.31,13989,0.6,0.22,1.33,Same,Yes,1.36,12,
2021,California,Yuba,Clostridioides difficile Infection (CDI),230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",8,28.66,66549,0.28,0.13,0.53,Better,Yes,0.86,12,
